CustomerID,YearMonth,Invoices_Count,Monthly_Spend,Monthly_Units,Months_Balance,Status
13623,2011-05,1,147.58,36,-4,0
13623,2011-11,1,188.57,137,2,0
13626,2011-04,1,257.23,209,-5,0
13627,2010-12,1,311.19,197,-9,0
13627,2011-05,1,294.73,242,-4,0
13627,2011-06,1,421.08,336,-3,0
13627,2011-09,1,307.18,235,0,0
13627,2011-10,1,304.29,259,1,0
13629,2011-01,1,660.0,400,-8,0
13629,2011-02,1,765.0,450,-7,0
13629,2011-04,1,642.0,350,-5,0
13629,2011-05,1,821.0,450,-4,0
13629,2011-06,1,778.0,400,-3,0
13629,2011-07,2,1231.3600000000001,722,-2,C
13629,2011-09,1,821.0,450,0,0
13629,2011-10,1,537.0,300,1,0
13629,2011-11,2,1537.0,850,2,C
13630,2011-02,1,299.14,140,-7,0
13630,2011-04,1,431.78,311,-5,0
13630,2011-06,2,328.62,264,-3,C
13630,2011-08,1,301.92,258,-1,0
13630,2011-09,1,438.32,298,0,0
13630,2011-12,1,231.99999999999997,120,3,0
13631,2011-03,1,80.0,20,-6,0
13631,2011-05,3,1250.0,168,-4,C
13631,2011-06,4,960.72,166,-3,C
13631,2011-07,2,727.2,106,-2,C
13631,2011-09,1,52.5,7,0,0
13632,2011-04,2,610.69,233,-5,C
13632,2011-06,1,201.57,77,-3,0
13632,2011-10,1,854.53,433,1,0
13632,2011-11,1,452.14,288,2,0
13634,2011-01,1,334.2,123,-8,0
13634,2011-04,1,263.41,126,-5,0
13634,2011-08,1,158.36,98,-1,0
13634,2011-09,1,588.51,231,0,0
13634,2011-11,1,202.88,122,2,0
13635,2011-10,1,1071.03,677,1,0
13636,2011-02,1,154.5,65,-7,0
13636,2011-03,1,137.35,85,-6,0
13636,2011-04,1,249.60000000000002,153,-5,0
13636,2011-08,1,105.1,36,-1,0
13636,2011-11,1,302.57,253,2,0
13637,2011-04,1,416.4,211,-5,0
13637,2011-06,1,262.25,139,-3,0
13637,2011-10,1,125.65,55,1,0
13638,2011-11,1,122.64,93,2,0
13639,2011-09,1,1033.34,800,0,0
13642,2011-05,1,312.28,151,-4,0
13643,2011-06,1,87.9,60,-3,0
13643,2011-09,1,171.5,66,0,0
13643,2011-11,1,260.04,147,2,0
13644,2011-08,1,851.09,659,-1,0
13644,2011-09,1,547.52,444,0,0
13644,2011-10,1,446.73,483,1,0
13644,2011-11,1,778.92,481,2,0
13645,2011-08,1,252.1,158,-1,0
13647,2011-04,1,424.64,267,-5,0
13647,2011-06,1,379.22,174,-3,0
13647,2011-09,1,472.04,218,0,0
13647,2011-11,1,372.22,228,2,0
13649,2010-12,1,197.8,67,-9,0
13649,2011-03,1,148.8,72,-6,0
13650,2011-03,1,372.12,134,-6,0
13650,2011-05,1,373.4,150,-4,0
13650,2011-09,1,317.96,212,0,0
13650,2011-10,2,474.62,296,1,C
13650,2011-11,1,298.24,130,2,0
13651,2011-10,1,79.2,32,1,0
13651,2011-11,1,15.0,1,2,0
13652,2010-12,1,308.8,112,-9,0
13652,2011-03,1,329.44,178,-6,0
13652,2011-10,1,456.84000000000003,288,1,0
13654,2011-03,1,312.93,332,-6,0
13654,2011-04,1,485.31,201,-5,0
13654,2011-05,1,374.59999999999997,276,-4,0
13654,2011-07,1,541.4300000000001,723,-2,0
13654,2011-10,2,993.0600000000001,650,1,C
13655,2011-04,1,383.65,115,-5,0
13655,2011-08,1,549.32,490,-1,0
13656,2011-01,1,162.70000000000002,113,-8,0
13656,2011-06,1,216.95,377,-3,0
13657,2011-05,1,152.34,132,-4,0
13657,2011-11,1,229.8,77,2,0
13658,2011-05,1,933.3,300,-4,0
13658,2011-09,2,1163.47,511,0,C
13658,2011-11,2,542.4,208,2,C
13659,2011-01,1,1035.2,560,-8,0
13659,2011-05,1,527.8,322,-4,0
13662,2011-03,1,227.70000000000002,175,-6,0
13662,2011-05,1,288.74,178,-4,0
13662,2011-09,1,364.82,180,0,0
13663,2011-06,1,189.47,91,-3,0
13666,2011-02,2,64.05,37,-7,C
13666,2011-10,1,20.6,4,1,0
13667,2011-07,1,299.05,149,-2,0
13668,2010-12,1,177.66,66,-9,0
13668,2011-01,1,208.56,67,-8,0
13668,2011-02,2,1362.8600000000001,977,-7,C
13668,2011-03,2,485.43,242,-6,C
13668,2011-04,3,718.74,435,-5,C
13668,2011-05,2,779.62,503,-4,C
13668,2011-06,2,487.63,216,-3,C
13668,2011-07,2,249.36,87,-2,C
13668,2011-08,1,431.11,345,-1,0
13668,2011-10,1,188.94,97,1,0
13668,2011-11,3,886.9,513,2,C
13668,2011-12,1,333.02,174,3,0
13669,2011-07,1,48.150000000000006,13,-2,0
13669,2011-10,1,170.39999999999998,224,1,0
13670,2011-09,1,349.7,282,0,0
13672,2011-01,1,62.13,19,-8,0
13672,2011-02,1,124.26,38,-7,0
13673,2011-11,2,387.44,114,2,C
13675,2011-02,1,308.44,204,-7,0
13675,2011-07,1,178.38000000000002,126,-2,0
13678,2011-07,1,232.6,924,-2,0
13680,2011-01,2,2391.59,1195,-8,C
13680,2011-10,1,692.45,417,1,0
13680,2011-12,1,635.08,322,3,0
13681,2011-07,1,203.46,96,-2,0
13681,2011-10,1,327.62,152,1,0
13681,2011-11,2,296.75,112,2,C
13682,2011-06,1,59.5,10,-3,0
13684,2011-02,1,65.13,38,-7,0
13685,2011-10,3,1934.45,4441,1,C
13685,2011-12,4,1184.99,615,3,C
13686,2011-06,1,72.0,70,-3,0
13689,2011-10,1,910.0,512,1,0
13690,2011-10,1,172.25,67,1,0
13692,2011-04,1,856.63,734,-5,0
13692,2011-05,1,14.95,1,-4,0
13692,2011-11,1,616.74,491,2,0
13694,2010-12,2,2897.04,3860,-9,C
13694,2011-01,3,4131.98,3310,-8,C
13694,2011-02,5,3741.14,4782,-7,C
13694,2011-03,3,8089.22,7462,-6,C
13694,2011-04,6,2948.29,3943,-5,C
13694,2011-05,7,6391.68,3670,-4,C
13694,2011-06,3,6060.47,11487,-3,C
13694,2011-07,3,1943.43,2513,-2,C
13694,2011-08,7,9708.39,7803,-1,C
13694,2011-09,3,5615.42,3330,0,C
13694,2011-10,3,5542.18,5522,1,C
13694,2011-11,2,4839.22,3190,2,C
13694,2011-12,3,3131.16,2440,3,C
13695,2011-03,1,83.14,46,-6,0
13695,2011-04,2,147.74,122,-5,C
13695,2011-05,1,54.6,20,-4,0
13695,2011-06,2,464.06,266,-3,C
13695,2011-07,2,234.96,142,-2,C
13695,2011-08,3,401.03,318,-1,C
13695,2011-09,2,711.42,489,0,C
13695,2011-10,1,110.4,32,1,0
13695,2011-11,1,296.78000000000003,168,2,0
13697,2011-11,1,151.29999999999998,177,2,0
13699,2011-07,1,308.58000000000004,66,-2,0
13700,2011-01,2,139.52,251,-8,C
13700,2011-03,1,301.04,333,-6,0
13700,2011-04,2,486.61,514,-5,C
13700,2011-06,1,302.14,438,-3,0
13700,2011-09,2,405.46,459,0,C
13700,2011-10,1,305.76,148,1,0
13700,2011-11,1,308.1,138,2,0
13703,2011-01,1,99.5,10,-8,0
13704,2011-09,5,1289.4,1028,0,C
13704,2011-10,2,616.62,311,1,C
13704,2011-11,1,237.35999999999999,102,2,0
13704,2011-12,1,164.68,90,3,0
13705,2010-12,1,318.14,103,-9,0
13705,2011-07,1,204.54,134,-2,0
13705,2011-12,1,189.18,126,3,0
13706,2011-02,1,330.79,189,-7,0
13707,2011-01,1,583.41,231,-8,0
13707,2011-03,1,223.0,120,-6,0
13708,2011-03,1,285.33,301,-6,0
13709,2011-01,1,454.3,295,-8,0
13709,2011-06,2,1064.38,627,-3,C
13709,2011-08,2,1400.13,968,-1,C
13709,2011-10,3,1776.26,949,1,C
13709,2011-11,3,1084.27,444,2,C
13709,2011-12,2,528.3100000000001,225,3,C
13710,2011-11,1,180.48,176,2,0
13711,2011-05,2,252.06,140,-4,C
13712,2011-04,1,228.84,352,-5,0
13715,2010-12,3,494.68,228,-9,C
13715,2011-01,1,445.22,239,-8,0
13715,2011-03,1,137.49,95,-6,0
13716,2011-03,1,138.28,138,-6,0
13717,2011-02,1,298.05,375,-7,0
13717,2011-04,1,272.54,318,-5,0
13717,2011-06,1,183.63,535,-3,0
13717,2011-08,1,201.77,339,-1,0
13717,2011-10,1,301.53999999999996,180,1,0
13717,2011-11,1,187.48,212,2,0
13718,2011-02,1,114.05000000000001,135,-7,0
13718,2011-04,1,192.5,38,-5,0
13719,2011-04,1,132.9,78,-5,0
13719,2011-05,1,205.84,108,-4,0
13719,2011-10,1,250.49,77,1,0
13719,2011-11,2,452.45,346,2,C
13720,2011-03,1,266.2,204,-6,0
13720,2011-04,1,165.9,46,-5,0
13720,2011-06,1,120.45,150,-3,0
13720,2011-08,1,247.35,101,-1,0
13721,2011-11,1,524.14,316,2,0
13722,2011-03,1,1463.47,958,-6,0
13722,2011-07,2,911.94,443,-2,C
13723,2011-05,1,199.85000000000002,43,-4,0
13725,2011-02,4,1451.93,483,-7,C
13725,2011-03,1,146.87,137,-6,0
13725,2011-04,1,152.79999999999998,76,-5,0
13725,2011-06,1,114.1,28,-3,0
13725,2011-10,1,114.86,82,1,0
13726,2011-08,1,292.68,384,-1,0
13726,2011-11,1,786.98,670,2,0
13727,2011-11,2,333.48,162,2,C
13728,2011-02,1,158.57999999999998,38,-7,0
13728,2011-03,1,183.0,92,-6,0
13728,2011-05,1,152.35,35,-4,0
13728,2011-07,1,141.15,99,-2,0
13728,2011-08,1,161.94,90,-1,0
13728,2011-11,1,219.12,104,2,0
13730,2011-07,2,752.6,488,-2,C
13731,2011-04,1,308.12,166,-5,0
13731,2011-05,1,302.47,112,-4,0
13732,2011-11,1,491.86,498,2,0
13735,2011-04,1,935.15,505,-5,0
13735,2011-06,1,474.54,214,-3,0
13735,2011-10,1,989.86,243,1,0
13735,2011-11,1,483.99,166,2,0
13736,2011-03,1,357.53,228,-6,0
13736,2011-12,1,372.27,268,3,0
13737,2011-05,1,339.59999999999997,125,-4,0
13739,2011-11,1,216.9,54,2,0
13740,2011-04,1,350.75,425,-5,0
13741,2011-05,1,162.96,76,-4,0
13741,2011-06,1,200.17000000000002,67,-3,0
13741,2011-09,1,305.3,75,0,0
13742,2011-01,1,456.98,272,-8,0
13742,2011-02,2,698.2,205,-7,C
13742,2011-04,1,172.72,109,-5,0
13742,2011-05,1,298.43,89,-4,0
13742,2011-06,5,1006.24,289,-3,C
13742,2011-09,1,142.9,30,0,0
13742,2011-11,1,332.4,121,2,0
13743,2011-03,1,141.72,156,-6,0
13743,2011-05,1,211.44,264,-4,0
13743,2011-07,1,275.76,360,-2,0
13743,2011-08,2,283.2,432,-1,C
13743,2011-09,1,153.72,204,0,0
13743,2011-12,1,275.76,360,3,0
13744,2011-02,1,817.3199999999999,899,-7,0
13744,2011-09,1,263.2,254,0,0
13745,2011-06,1,300.04,496,-3,0
13747,2010-12,1,79.6,8,-9,0
13748,2010-12,1,204.0,80,-9,0
13748,2011-04,2,376.85,143,-5,C
13748,2011-09,2,367.4,216,0,C
13750,2011-01,1,325.44,96,-8,0
13750,2011-02,1,363.36,144,-7,0
13750,2011-06,1,302.39,95,-3,0
13750,2011-07,1,325.44,96,-2,0
13750,2011-10,1,330.63,85,1,0
13751,2011-02,1,296.25,152,-7,0
13752,2011-04,1,277.6,224,-5,0
13752,2011-05,2,447.07,338,-4,C
13752,2011-06,1,166.86,147,-3,0
13752,2011-07,1,90.6,84,-2,0
13752,2011-08,1,193.25,81,-1,0
13753,2011-02,1,741.26,512,-7,0
13754,2011-01,1,156.0,82,-8,0
13754,2011-07,1,126.6,132,-2,0
13755,2011-10,3,885.46,697,1,C
13755,2011-11,5,1065.7,465,2,C
13755,2011-12,1,156.9,80,3,0
13756,2010-12,3,1004.4000000000001,444,-9,C
13756,2011-05,1,399.21000000000004,141,-4,0
13756,2011-06,1,308.2,426,-3,0
13756,2011-07,1,525.03,229,-2,0
13756,2011-08,1,321.5,398,-1,0
13756,2011-09,1,413.99,205,0,0
13756,2011-10,1,292.99,233,1,0
13756,2011-11,3,1077.8,700,2,C
13756,2011-12,2,846.4000000000001,412,3,C
13758,2010-12,2,718.85,401,-9,C
13758,2011-01,1,422.4,152,-8,0
13758,2011-04,1,316.90000000000003,108,-5,0
13758,2011-05,1,893.37,832,-4,0
13758,2011-11,2,839.03,351,2,C
13759,2011-09,1,560.4100000000001,267,0,0
13759,2011-11,1,99.0,20,2,0
13760,2011-03,1,135.09,96,-6,0
13760,2011-10,1,151.70000000000002,101,1,0
13761,2011-06,1,491.71000000000004,224,-3,0
13761,2011-10,1,578.9399999999999,418,1,0
13762,2011-05,1,306.72,272,-4,0
13763,2011-10,1,1714.96,728,1,0
13764,2011-01,1,499.89,282,-8,0
13764,2011-07,1,443.40000000000003,302,-2,0
13764,2011-09,1,576.13,342,0,0
13767,2010-12,6,2439.36,1028,-9,C
13767,2011-01,2,670.88,192,-8,C
13767,2011-02,3,1033.58,542,-7,C
13767,2011-04,6,1521.64,610,-5,C
13767,2011-05,5,1575.83,670,-4,C
13767,2011-06,2,687.5,186,-3,C
13767,2011-07,1,457.26,180,-2,0
13767,2011-08,3,1290.32,525,-1,C
13767,2011-09,5,3627.0000000000005,1536,0,C
13767,2011-10,1,380.31,129,1,0
13767,2011-11,2,2650.7000000000003,1306,2,C
13767,2011-12,1,885.98,418,3,0
13769,2010-12,1,322.3,122,-9,0
13769,2011-01,1,304.02,166,-8,0
13769,2011-03,1,300.75,133,-6,0
13769,2011-04,1,202.88,74,-5,0
13769,2011-05,1,318.06,118,-4,0
13769,2011-08,1,282.23,95,-1,0
13769,2011-09,2,446.38,148,0,C
13769,2011-11,1,301.97,159,2,0
13769,2011-12,1,317.92,148,3,0
13771,2011-04,1,871.6,594,-5,0
13771,2011-05,1,593.25,231,-4,0
13771,2011-10,2,1169.6,652,1,C
13772,2011-04,1,228.42,86,-5,0
13772,2011-09,1,454.55,222,0,0
13772,2011-11,1,439.66,232,2,0
13774,2011-09,1,345.0,192,0,0
13777,2010-12,10,6961.78,3618,-9,C
13777,2011-01,1,332.64,156,-8,0
13777,2011-02,3,768.74,422,-7,C
13777,2011-03,3,1260.3899999999999,648,-6,C
13777,2011-04,1,326.4,96,-5,0
13777,2011-05,1,266.7,150,-4,0
13777,2011-06,3,1846.47,627,-3,C
13777,2011-07,1,270.9,104,-2,0
13777,2011-08,1,326.22,138,-1,0
13777,2011-09,3,661.26,374,0,C
13777,2011-10,1,3953.35,1941,1,0
13777,2011-11,2,6485.56,3260,2,C
13777,2011-12,3,2516.75,1363,3,C
13778,2011-08,1,178.7,70,-1,0
13780,2011-06,1,116.28000000000002,173,-3,0
13780,2011-12,1,243.73000000000002,145,3,0
13781,2011-04,1,127.84,30,-5,0
13782,2011-01,1,191.94,108,-8,0
13782,2011-04,1,169.35999999999999,48,-5,0
13782,2011-08,1,123.49,28,-1,0
13782,2011-10,2,254.01,89,1,C
13782,2011-11,1,170.06,96,2,0
13784,2011-01,2,174.12,300,-8,C
13784,2011-02,1,155.51999999999998,432,-7,0
13784,2011-03,1,96.75,57,-6,0
13784,2011-05,1,346.08,556,-4,0
13784,2011-06,2,859.9200000000001,400,-3,C
13784,2011-08,1,336.24,88,-1,0
13784,2011-09,1,155.51999999999998,432,0,0
13784,2011-10,1,300.48,192,1,0
13784,2011-11,1,38.160000000000004,36,2,0
13786,2010-12,1,230.39999999999998,136,-9,0
13787,2010-12,1,106.4,56,-9,0
13787,2011-09,1,202.64000000000001,281,0,0
13790,2011-12,1,348.8,748,3,0
13791,2011-06,1,937.0,700,-3,0
13791,2011-08,1,579.0,500,-1,0
13792,2011-02,1,74.60000000000001,28,-7,0
13792,2011-10,1,120.95,64,1,0
13798,2010-12,2,4170.66,2580,-9,C
13798,2011-01,5,4775.78,2862,-8,C
13798,2011-02,4,2054.96,1330,-7,C
13798,2011-03,6,3453.44,2218,-6,C
13798,2011-04,6,3187.7200000000003,2410,-5,C
13798,2011-05,9,4649.96,2570,-4,C
13798,2011-06,4,2505.26,1486,-3,C
13798,2011-07,2,1235.6399999999999,668,-2,C
13798,2011-08,3,2032.82,1514,-1,C
13798,2011-09,4,2355.26,2090,0,C
13798,2011-10,4,2517.2200000000003,1564,1,C
13798,2011-11,5,2377.89,1354,2,C
13798,2011-12,3,1837.24,1302,3,C
13799,2011-02,1,341.7,186,-7,0
13799,2011-08,1,347.15999999999997,216,-1,0
13800,2011-02,1,558.32,331,-7,0
13801,2011-10,1,324.8,168,1,0
13802,2011-02,1,969.74,690,-7,0
13802,2011-03,1,2161.32,1104,-6,0
13802,2011-07,1,1468.3600000000001,778,-2,0
13803,2011-03,1,277.07,121,-6,0
13804,2011-02,1,723.63,417,-7,0
13804,2011-07,2,631.48,374,-2,C
13804,2011-09,2,880.47,488,0,C
13804,2011-11,2,352.81,183,2,C
13805,2011-08,1,500.24,728,-1,0
13805,2011-10,1,424.36,1172,1,0
13806,2011-10,1,256.38,56,1,0
13807,2010-12,1,112.6,36,-9,0
13808,2011-09,2,723.1,324,0,C
13808,2011-10,2,795.4,344,1,C
13808,2011-12,1,229.16,114,3,0
13809,2011-02,1,155.05,29,-7,0
13810,2011-10,2,1253.0,180,1,C
13810,2011-11,1,246.01,132,2,0
13811,2011-04,2,481.5,30,-5,C
13811,2011-06,1,333.0,38,-3,0
13812,2011-08,1,278.74,191,-1,0
13812,2011-10,2,260.26,142,1,C
13813,2011-07,1,385.14,177,-2,0
13813,2011-09,2,574.1800000000001,260,0,C
13813,2011-10,1,407.54,115,1,0
13814,2011-07,1,617.54,332,-2,0
13814,2011-09,1,961.58,532,0,0
13815,2011-01,1,1012.01,608,-8,0
13815,2011-06,1,1965.74,1357,-3,0
13815,2011-11,2,1049.61,595,2,C
13816,2011-10,1,371.69,178,1,0
13816,2011-11,1,199.98000000000002,91,2,0
13817,2010-12,1,128.7,63,-9,0
13817,2011-11,1,254.28,148,2,0
13819,2011-01,1,408.3,546,-8,0
13819,2011-02,2,732.05,563,-7,C
13821,2011-03,1,270.15,110,-6,0
13821,2011-07,1,115.49,43,-2,0
13822,2011-10,1,468.38,500,1,0
13822,2011-12,1,163.62,111,3,0
13823,2011-09,1,650.42,325,0,0
13823,2011-11,1,307.24,114,2,0
13824,2011-02,1,442.88,292,-7,0
13824,2011-04,1,659.3000000000001,202,-5,0
13824,2011-05,1,130.8,24,-4,0
13824,2011-07,1,196.86,142,-2,0
13824,2011-11,1,269.1,108,2,0
13826,2011-06,1,189.5,82,-3,0
13827,2011-07,2,300.76,95,-2,C
13827,2011-10,1,109.04,43,1,0
13828,2011-11,1,209.49,311,2,0
13831,2010-12,1,408.0,160,-9,0
13831,2011-05,2,685.4499999999999,233,-4,C
13831,2011-07,1,357.4,122,-2,0
13831,2011-09,1,340.2,104,0,0
13831,2011-11,1,407.4,124,2,0
13832,2011-11,1,52.199999999999996,28,2,0
13833,2011-07,1,383.85,117,-2,0
13835,2011-05,1,328.45,157,-4,0
13835,2011-07,1,208.89,134,-2,0
13835,2011-10,1,205.57,105,1,0
13835,2011-11,1,91.66,46,2,0
13837,2011-01,1,109.05,61,-8,0
13837,2011-05,1,157.54000000000002,121,-4,0
13838,2010-12,1,230.66,80,-9,0
13838,2011-08,2,236.88,84,-1,C
13838,2011-12,1,207.28,90,3,0
13841,2011-04,1,85.0,100,-5,0
13842,2010-12,1,310.57,163,-9,0
13842,2011-01,1,303.0,88,-8,0
13842,2011-02,1,293.96,122,-7,0
13842,2011-03,1,311.07,115,-6,0
13842,2011-04,1,308.73,99,-5,0
13842,2011-05,1,301.14,142,-4,0
13842,2011-07,1,336.8,164,-2,0
13842,2011-09,1,638.66,404,0,0
13842,2011-10,1,581.6899999999999,471,1,0
13844,2011-11,1,361.62,196,2,0
13845,2011-10,1,312.98,182,1,0
13846,2010-12,1,411.4,234,-9,0
13846,2011-04,1,252.53,111,-5,0
13846,2011-11,1,201.13,43,2,0
13848,2010-12,1,320.0,1000,-9,0
13848,2011-02,1,615.0,1700,-7,0
13848,2011-09,1,320.0,1000,0,0
13849,2011-06,1,593.5799999999999,332,-3,0
13849,2011-10,1,944.37,684,1,0
13850,2011-08,1,1595.48,944,-1,0
13851,2011-02,1,246.32,150,-7,0
13851,2011-08,1,1106.96,873,-1,0
13851,2011-09,1,1298.18,682,0,0
13853,2011-10,1,1090.14,312,1,0
13854,2010-12,2,609.4399999999999,280,-9,C
13854,2011-01,2,649.95,245,-8,C
13854,2011-02,3,1009.81,223,-7,C
13854,2011-03,3,927.18,194,-6,C
13854,2011-04,3,946.04,212,-5,C
13854,2011-05,3,1017.12,386,-4,C
13854,2011-07,2,663.3000000000001,162,-2,C
13854,2011-08,1,322.32,40,-1,0
13854,2011-09,2,626.2,138,0,C
13854,2011-10,1,316.76,52,1,0
13854,2011-11,2,719.12,160,2,C
13854,2011-12,1,302.28,204,3,0
13856,2011-05,1,94.39999999999999,104,-4,0
13856,2011-06,2,294.1,390,-3,C
13858,2011-10,1,216.17,75,1,0
13859,2011-01,1,201.16,129,-8,0
13860,2011-09,1,405.88,176,0,0
13860,2011-10,2,211.93,87,1,C
13860,2011-11,1,308.64,105,2,0
13860,2011-12,1,319.45,223,3,0
13862,2011-01,1,425.1,308,-8,0
13862,2011-02,1,253.75,169,-7,0
13862,2011-04,1,173.46,126,-5,0
13862,2011-06,1,300.2,206,-3,0
13862,2011-07,1,300.86,234,-2,0
13862,2011-08,1,327.93,234,-1,0
13862,2011-09,1,308.4,264,0,0
13862,2011-11,1,119.66,147,2,0
13863,2011-04,1,305.78,224,-5,0
13865,2011-02,1,123.30000000000001,42,-7,0
13865,2011-06,1,159.22,58,-3,0
13865,2011-07,1,100.82,54,-2,0
13865,2011-10,1,118.22,50,1,0
13866,2011-09,1,145.67000000000002,57,0,0
13867,2011-05,1,138.85,31,-4,0
13867,2011-09,1,443.79,285,0,0
13867,2011-11,1,422.45000000000005,185,2,0
13868,2011-11,1,507.54,464,2,0
13868,2011-12,1,2685.0,1500,3,0
13869,2010-12,1,323.62,156,-9,0
13869,2011-01,1,562.39,257,-8,0
13869,2011-03,1,687.15,311,-6,0
13869,2011-08,1,1510.49,985,-1,0
13870,2011-02,1,544.03,384,-7,0
13870,2011-06,2,353.97,159,-3,C
13870,2011-07,1,469.31000000000006,175,-2,0
13870,2011-08,1,812.16,340,-1,0
13870,2011-10,2,438.72,210,1,C
13870,2011-12,1,152.75,57,3,0
13871,2011-02,1,456.05,217,-7,0
13871,2011-03,2,798.85,331,-6,C
13871,2011-04,1,509.34000000000003,226,-5,0
13871,2011-05,1,631.49,278,-4,0
13871,2011-06,1,615.09,257,-3,0
13871,2011-07,1,633.07,286,-2,0
13871,2011-08,1,430.35,151,-1,0
13871,2011-09,1,538.4,204,0,0
13871,2011-10,3,1257.85,590,1,C
13871,2011-11,1,532.76,266,2,0
13873,2011-02,1,121.45,29,-7,0
13873,2011-05,1,108.95,37,-4,0
13873,2011-08,1,159.20000000000002,74,-1,0
13874,2010-12,1,540.45,180,-9,0
13875,2011-02,1,340.65,302,-7,0
13875,2011-03,1,343.03000000000003,168,-6,0
13875,2011-06,1,384.2,284,-3,0
13875,2011-07,1,356.92,251,-2,0
13875,2011-10,1,361.99,311,1,0
13876,2011-10,1,122.7,36,1,0
13877,2011-09,1,117.24,108,0,0
13878,2011-10,1,1271.57,463,1,0
13880,2010-12,1,97.8,54,-9,0
13880,2011-02,1,210.2,112,-7,0
13880,2011-03,1,200.10000000000002,94,-6,0
13880,2011-04,1,291.63,193,-5,0
13880,2011-05,1,226.9,142,-4,0
13880,2011-06,1,312.94,122,-3,0
13880,2011-07,2,341.19,135,-2,C
13880,2011-09,3,820.26,577,0,C
13880,2011-10,1,322.1,154,1,0
13880,2011-11,1,396.65,259,2,0
13881,2011-02,1,1025.34,706,-7,0
13881,2011-03,1,673.9,506,-6,0
13881,2011-04,1,309.88,322,-5,0
13881,2011-05,1,1560.3400000000001,1006,-4,0
13881,2011-06,3,1648.8700000000001,1059,-3,C
13881,2011-07,1,563.07,309,-2,0
13881,2011-08,1,1187.74,858,-1,0
13881,2011-09,3,2755.04,1274,0,C
13881,2011-10,2,2688.16,1214,1,C
13881,2011-11,5,4178.0599999999995,2528,2,C
13881,2011-12,1,569.12,336,3,0
13882,2011-10,2,683.31,467,1,C
13882,2011-11,2,314.74,162,2,C
13882,2011-12,1,193.08,324,3,0
13883,2011-03,1,980.41,457,-6,0
13883,2011-05,3,762.37,447,-4,C
13883,2011-11,1,931.7,532,2,0
13884,2011-03,3,196.25,65,-6,C
13884,2011-09,1,344.25,149,0,0
13884,2011-12,1,247.10000000000002,86,3,0
13885,2011-05,1,399.15,159,-4,0
13885,2011-06,1,107.65,23,-3,0
13886,2011-09,1,243.56,126,0,0
13887,2011-05,1,349.55,147,-4,0
13888,2011-05,1,229.56,74,-4,0
13888,2011-08,1,366.11,180,-1,0
13889,2011-09,1,416.90000000000003,146,0,0
13890,2010-12,1,190.35,93,-9,0
13890,2011-08,1,310.76,178,-1,0
13890,2011-10,1,103.85,31,1,0
13890,2011-11,4,762.65,303,2,C
13890,2011-12,3,516.2,226,3,C
13892,2011-04,1,54.519999999999996,140,-5,0
13892,2011-10,2,517.25,819,1,C
13892,2011-11,1,61.199999999999996,24,2,0
13893,2011-02,1,821.1,190,-7,0
13894,2011-02,1,160.85,105,-7,0
13894,2011-11,2,403.77000000000004,249,2,C
13895,2011-06,1,382.46000000000004,188,-3,0
13895,2011-07,1,554.84,248,-2,0
13895,2011-10,1,973.81,511,1,0
13895,2011-11,1,681.96,418,2,0
13897,2011-10,1,311.16,200,1,0
13898,2011-01,1,155.93,133,-8,0
13899,2011-03,1,298.5,122,-6,0
13899,2011-11,1,90.02,34,2,0
13900,2011-03,1,357.58000000000004,154,-6,0
13900,2011-05,1,374.87,275,-4,0
13900,2011-06,1,8.5,1,-3,0
13901,2011-01,1,214.4,64,-8,0
13901,2011-03,1,433.9,244,-6,0
13901,2011-07,1,1561.0900000000001,856,-2,0
13901,2011-08,1,442.89,383,-1,0
13901,2011-09,1,214.92000000000002,192,0,0
13904,2011-02,1,201.12,223,-7,0
13904,2011-11,1,131.52,109,2,0
13908,2011-03,1,496.0,349,-6,0
13908,2011-05,1,335.11,209,-4,0
13908,2011-08,1,630.5,361,-1,0
13908,2011-09,1,907.94,559,0,0
13911,2011-02,2,559.27,405,-7,C
13911,2011-03,1,282.28000000000003,208,-6,0
13911,2011-04,1,247.95,105,-5,0
13911,2011-05,2,614.41,747,-4,C
13911,2011-07,2,733.72,724,-2,C
13911,2011-10,1,143.28,542,1,0
13914,2011-11,2,626.45,380,2,C
13917,2011-06,1,65.38,38,-3,0
13917,2011-10,1,206.66,190,1,0
13918,2011-03,1,198.2,100,-6,0
13918,2011-10,1,1014.64,1040,1,0
13919,2011-08,1,213.15,338,-1,0
13919,2011-10,1,171.66,136,1,0
13922,2010-12,1,172.25,93,-9,0
13923,2011-10,1,351.13,185,1,0
13924,2011-09,1,679.03,437,0,0
13924,2011-10,1,309.90000000000003,130,1,0
13924,2011-11,3,547.52,366,2,C
13924,2011-12,1,302.4,642,3,0
13925,2011-07,1,380.12,212,-2,0
13925,2011-08,1,115.92999999999999,55,-1,0
13925,2011-09,2,182.2,64,0,C
13926,2011-11,1,223.85000000000002,104,2,0
13927,2011-09,1,348.99,214,0,0
13928,2011-07,1,104.2,20,-2,0
13928,2011-08,1,121.25,67,-1,0
13928,2011-11,2,239.12,42,2,C
13929,2011-01,1,412.85,43,-8,0
13929,2011-06,1,429.79999999999995,100,-3,0
13930,2011-07,1,210.0,210,-2,0
13930,2011-10,1,127.33999999999999,64,1,0
13931,2011-03,1,378.21000000000004,211,-6,0
13931,2011-09,1,859.32,514,0,0
13932,2011-02,1,307.4,72,-7,0
